,City,Country,Date,Latitude,Longitude,Max Temp,Cloudiness,Humidity,Wind Speed
281,Waipawa,NZ,1571857572,-39.94,176.59,48.99,24,81,8.01
282,Banda Aceh,ID,1571857431,5.56,95.32,73.58,100,91,3.6
283,Liaocheng,CN,1571857573,36.44,115.96,61.27,46,59,4.56
284,Tadepallegudem,IN,1571857574,16.82,81.53,74.73,100,94,10.49
285,Guisijan,PH,1571857574,11.09,122.05,79.65,8,72,5.12
286,Mocuba,MZ,1571857575,-16.84,36.99,81.55,73,68,7.38
287,Nicoya,CR,1571857575,10.15,-85.45,86.0,40,74,11.41
288,Nador,MA,1571857576,35.17,-2.93,66.2,59,45,3.36
289,Durusu,TR,1571857577,37.53,40.83,68.0,40,77,3.36
290,Thompson,CA,1571857578,55.74,-97.86,30.2,20,58,16.11
291,Jumla,NP,1571857579,29.28,82.18,37.56,0,76,4.03
292,Hirado,JP,1571857579,33.32,129.49,68.0,75,100,18.34
293,Sao Gabriel da Cachoeira,BR,1571857580,-0.13,-67.09,89.6,40,62,6.93
294,Meadow Lake,CA,1571857581,54.13,-108.44,35.6,90,74,4.7
295,Gat,SN,1571857581,14.69,-16.54,98.6,97,65,13.87
296,Henties Bay,NA,1571857582,-22.12,14.28,59.0,0,88,5.01
297,Mount Gambier,AU,1571857582,-37.83,140.78,62.6,8,48,10.29
298,San Quintin,PH,1571857583,17.54,120.52,72.46,33,94,3.56
299,Nangomba,TZ,1571857583,-10.9,38.52,82.31,44,60,10.07
300,Basoko,CD,1571857584,1.23,23.61,74.01,66,86,0.18
301,Hobyo,SO,1571857585,5.35,48.53,80.47,0,74,12.26
302,Galesong,ID,1571857585,-5.32,119.37,71.6,20,68,2.24
303,Sioux Lookout,CA,1571857410,50.1,-91.92,33.8,90,86,11.41
304,Auki,NG,1571857587,12.18,6.51,84.06,83,27,4.47
305,Sur,OM,1571857588,22.57,59.53,80.38,0,70,7.18
306,Komsomolskiy,RU,1571857589,67.55,63.78,20.73,100,96,5.75
307,Panacan,PH,1571857590,7.15,125.66,77.0,75,88,2.24
308,Saint-Philippe,CA,1571857590,45.36,-73.48,60.01,75,54,16.11
309,Pevek,RU,1571857591,69.7,170.27,20.7,100,93,6.58
310,Aguas Formosas,BR,1571857591,-17.08,-40.94,72.64,100,92,1.97
311,Kanye,BW,1571857592,-24.98,25.34,77.14,16,10,9.75
312,Wajir,KE,1571857592,1.75,40.07,86.0,75,58,9.62
313,Sechura,PE,1571857593,-5.56,-80.82,61.41,57,94,16.53
314,Tilichiki,RU,1571857593,60.47,166.1,8.83,74,75,9.01
315,Obo,CF,1571857594,5.39,26.49,69.51,95,97,2.68
316,Chapais,CA,1571857595,49.78,-74.86,50.0,90,81,10.29
317,Rocha,UY,1571857597,-34.48,-54.34,65.59,32,52,17.85
318,Blythe,US,1571857597,33.61,-114.59,84.2,1,13,4.7
319,Keti Bandar,PK,1571857598,24.14,67.45,82.8,36,64,5.41
320,Minsk,BY,1571857599,53.9,27.56,42.8,71,93,2.24
321,Lebu,ET,1571857599,8.96,38.73,50.7,21,59,4.03
322,Berdigestyakh,RU,1571857600,62.1,126.7,18.28,99,92,1.74
323,Khatanga,RU,1571857600,71.98,102.47,4.14,100,86,7.31
324,Bulgan,MN,1571857632,48.81,103.53,15.28,62,80,2.98
325,Riyadh,SA,1571857632,24.63,46.72,82.4,0,15,3.0
326,Cravo Norte,CO,1571857633,6.3,-70.2,91.33,85,49,6.98
327,Pacific Grove,US,1571857634,36.62,-121.92,84.0,1,52,3.36
328,Ponta Delgada,PT,1571857634,37.73,-25.67,70.0,40,83,11.41
329,Jitra,MY,1571857635,6.27,100.42,77.0,75,94,2.24
330,Takhtamygda,RU,1571857635,54.1,123.57,26.64,100,97,1.61
331,Lieksa,FI,1571857636,63.32,30.02,36.86,84,93,5.57
332,Paamiut,GL,1571857637,61.99,-49.67,37.62,91,54,6.46
333,Adrar,DZ,1571857638,27.87,-0.29,80.6,0,9,8.05
334,Samarai,PG,1571857638,-10.62,150.67,73.94,77,92,3.74
335,Nyagan,RU,1571857639,62.14,65.43,30.78,100,96,10.27
336,Ereymentau,KZ,1571857640,51.62,73.1,35.29,100,66,16.44
337,Karasburg,NA,1571857640,-28.01,18.75,68.45,35,20,8.25
338,Provideniya,RU,1571857641,64.42,-173.23,18.59,59,86,7.0
339,Newburgh,US,1571857641,41.5,-74.01,66.99,1,33,6.93
340,Buala,SB,1571857642,-8.15,159.59,79.18,11,82,11.21
341,Yarovoye,RU,1571857642,52.92,78.56,35.91,100,76,15.84
342,Airai,TL,1571857643,-8.93,125.41,64.92,50,33,4.74
343,Yermakovskoye,RU,1571857644,53.28,92.4,28.74,100,77,4.47
344,North Bend,US,1571857644,43.41,-124.22,60.01,1,82,4.7
345,Fort-Shevchenko,KZ,1571857645,44.51,50.26,54.16,0,49,8.21
346,Kaitangata,NZ,1571857646,-46.28,169.85,47.25,95,68,35.79
347,Balikpapan,ID,1571857646,-1.24,116.86,73.9,50,94,2.66
348,Manitowoc,US,1571857648,44.09,-87.66,54.0,40,57,17.22
349,Laguna,BZ,1571857648,16.17,-88.94,84.2,75,74,6.93
350,Babu,CN,1571857649,23.23,104.89,66.2,100,98,2.73
351,Normandin,CA,1571857649,48.84,-72.53,48.2,75,93,6.93
352,Cap Malheureux,MU,1571857650,-19.98,57.61,75.2,40,83,5.82
353,Pervomayskoye,RU,1571857651,57.07,86.23,30.47,100,91,13.91
354,Port Hedland,AU,1571857651,-20.31,118.58,73.4,18,73,8.05
355,Elliot,ZA,1571857652,-31.33,27.85,49.06,100,88,5.84
356,Volksrust,ZA,1571857653,-27.36,29.88,72.14,81,31,6.04
357,Kusa,RU,1571857653,55.34,59.45,39.94,100,89,15.1
358,Crotone,IT,1571857654,39.09,17.12,62.6,0,100,2.66
359,Morondava,MG,1571857655,-20.3,44.28,80.44,6,50,5.37
360,Ajdabiya,LY,1571857656,30.75,20.22,72.37,2,71,16.51
361,Yilan,CN,1571857656,43.11,129.52,45.59,71,89,2.39
362,Norman Wells,CA,1571857657,65.28,-126.83,17.6,20,92,6.93
363,Padre Paraiso,BR,1571857657,-17.07,-41.48,70.2,100,92,1.83
364,Husavik,CA,1571857658,50.56,-96.99,39.0,99,73,8.01
365,Urshelskiy,RU,1571857659,55.68,40.22,51.01,86,82,5.61
366,Kokopo,PG,1571857659,-4.34,152.27,82.08,7,76,12.84
367,Najran,SA,1571857660,17.54,44.22,75.2,1,23,7.2
368,Sokolo,ML,1571857660,14.74,-6.12,96.31,100,27,6.15
369,Luganville,VU,1571857661,-15.51,167.18,77.0,40,73,11.41
370,Lasa,CY,1571857662,34.92,32.53,69.8,40,64,4.7
371,Ngora,UG,1571857663,1.46,33.78,71.64,94,83,2.66
372,Tuatapere,NZ,1571857664,-46.13,167.69,46.99,77,75,15.99
373,Road Town,VG,1571857613,18.42,-64.62,87.8,40,66,9.17
374,Marfino,RU,1571857664,56.07,37.56,53.6,90,71,8.95
375,Bagotville,AU,1571857665,-28.98,153.42,55.99,0,100,4.83
376,Diego de Almagro,CL,1571857666,-26.39,-70.05,80.01,0,13,15.1
377,Mumbwa,ZM,1571857697,-14.99,27.06,79.16,67,35,5.61
378,Acapulco,MX,1571857698,16.86,-99.88,86.0,40,74,8.05
379,Nikolskoye,RU,1571857699,59.7,30.79,51.01,75,81,8.95
380,Ketchikan,US,1571857571,55.34,-131.65,48.2,90,93,32.21
381,Graham,US,1571857403,33.11,-98.59,82.4,1,41,16.11
382,Hobbs,US,1571857493,32.7,-103.14,78.8,1,14,8.05
383,Kalabo,ZM,1571857701,-15.0,22.67,82.71,72,30,3.33
384,Saint-Joseph,FR,1571857702,43.56,6.97,73.4,90,60,16.11
385,Methoni,GR,1571857702,36.82,21.7,71.01,0,72,4.7
386,Levokumskoye,RU,1571857703,44.82,44.66,52.81,0,48,5.17
387,Meybod,IR,1571857703,32.25,54.02,64.4,40,42,2.24
388,Dois Corregos,BR,1571857704,-22.37,-48.38,88.0,40,43,3.36
389,Ancud,CL,1571857704,-41.87,-73.83,60.8,24,59,6.93
390,Jati,PK,1571857705,24.35,68.27,85.62,1,38,7.34
391,Coquimbo,CL,1571857706,-29.95,-71.34,59.0,90,77,11.41
392,Dali,CN,1571857706,34.79,109.94,58.1,12,76,4.79
393,Moerai,PF,1571857707,-22.43,-151.33,72.77,68,84,6.67
394,Ipanema,BR,1571857707,-30.14,-51.22,80.6,8,50,10.29
395,Kolchugino,RU,1571857708,56.3,39.38,48.24,83,86,8.77
396,Torbay,CA,1571857708,47.66,-52.73,46.99,90,87,10.29
397,Dao,PH,1571857709,11.39,122.69,75.7,0,87,1.03
398,Katobu,ID,1571857709,-4.94,122.53,70.12,87,96,2.42
399,Avera,US,1571857710,33.19,-82.53,73.4,1,24,6.93
400,Carnot,CF,1571857711,4.94,15.87,70.95,100,92,1.01
401,Ormara,PK,1571857711,25.21,64.64,86.85,0,46,12.33
402,Tairua,NZ,1571857712,-37.02,175.85,54.0,22,68,8.99
403,Katima Mulilo,NA,1571857713,-17.5,24.28,93.2,88,24,3.36
404,Rapid City,US,1571857713,44.08,-103.23,34.0,90,68,9.17
405,Sorland,NO,1571857714,67.67,12.69,41.0,40,80,4.7
406,Nipawin,CA,1571857714,53.36,-104.02,35.6,40,74,6.93
407,Morant Bay,JM,1571857715,17.88,-76.41,82.4,75,78,11.41
408,Sitka,US,1571857716,37.17,-99.65,64.99,27,33,11.01
409,Tiarei,PF,1571857718,-17.53,-149.33,82.4,20,69,8.05
410,Elizabethton,US,1571857718,36.35,-82.21,64.0,1,38,8.05
411,Buchanan,LR,1571857719,5.88,-10.05,77.0,75,94,7.4
412,Barcelos,BR,1571857720,-0.97,-62.93,93.65,100,51,0.6
413,Cacule,BR,1571857721,-14.5,-42.22,74.07,100,80,4.43
414,Japura,ID,1571857722,-0.42,102.29,74.37,77,89,2.46
415,Kodinsk,RU,1571857722,58.6,99.18,24.69,98,95,4.54
416,Maningrida,AU,1571857723,-12.05,134.23,69.35,10,87,6.96
417,Victoria Point,AU,1571857724,-27.58,153.3,60.8,20,93,5.82
418,Langsa,ID,1571857725,4.47,97.97,76.89,100,82,1.48
419,Yerbogachen,RU,1571857725,61.28,108.01,18.48,2,85,5.82
420,Altea,ES,1571857726,38.6,-0.05,60.01,20,87,5.82
421,Sao Joao da Barra,BR,1571857727,-21.64,-41.05,77.0,75,73,11.41
422,Wanning,AT,1571857727,48.64,13.53,55.99,40,100,3.36
423,Copiapo,CL,1571857728,-27.37,-70.33,66.2,42,52,11.41
424,Saint Anthony,US,1571857728,43.97,-111.68,48.0,90,44,5.82
425,Sar-e Pul,AF,1571857729,36.22,65.93,37.6,0,59,2.33
426,Vila Franca do Campo,PT,1571857729,37.72,-25.43,70.0,40,83,11.41
427,Seoul,KR,1571857462,37.57,126.98,60.8,75,82,5.82
428,Barberena,GT,1571857732,14.31,-90.36,87.8,75,83,9.17
429,Bhatgaon,IN,1571857732,21.15,81.7,73.4,75,94,8.05
430,Osorno,CL,1571857689,-40.57,-73.14,59.0,47,67,4.7
431,Caravelas,BR,1571857733,-17.73,-39.27,73.92,100,97,3.56
432,Kiunga,PG,1571857763,-6.12,141.3,72.46,89,99,2.53
433,Slave Lake,CA,1571857763,55.28,-114.77,35.6,1,80,14.99
434,Choctaw,US,1571857764,35.5,-97.27,75.99,20,40,13.87
435,Imeni Zhelyabova,RU,1571857765,58.95,36.6,43.88,64,94,4.99
436,Vadodara,IN,1571857560,22.3,73.2,77.95,87,71,8.12
437,Mercedes,UY,1571857766,-33.25,-58.03,72.0,0,49,8.99
438,Bonthe,SL,1571857767,7.53,-12.5,81.7,97,77,9.35
439,Simao,CN,1571857768,22.76,100.79,60.84,0,91,1.63
440,San Jose,HN,1571857769,14.25,-87.96,86.0,40,62,8.05
441,La Tuque,CA,1571857744,47.44,-72.79,52.43,100,75,6.53
442,Vostok,RU,1571857770,46.45,135.83,31.93,0,65,2.82
443,Nkhotakota,MW,1571857770,-12.93,34.3,82.35,17,68,3.94
444,Beloha,MG,1571857771,-25.17,45.06,72.3,0,80,12.33
445,Pandan,PH,1571857771,11.72,122.09,81.95,0,77,10.56
446,Santa Clarita,US,1571857772,34.39,-118.54,91.99,1,15,4.7
447,Camapua,BR,1571857772,-19.53,-54.04,90.99,5,28,4.94
448,Pilane,BW,1571857773,-24.41,26.09,89.6,46,10,11.41
449,Sukhobezvodnoye,RU,1571857774,57.05,44.89,48.72,80,85,7.67
450,Nioro,GM,1571857775,13.79,-15.05,93.72,71,39,7.18
451,Zwedru,LR,1571857775,6.07,-8.13,74.08,100,96,5.06
452,Pangkalanbuun,ID,1571857776,-2.68,111.62,74.84,70,91,1.39
453,Umm Lajj,SA,1571857776,25.02,37.27,74.26,0,88,4.05
454,Turan,RU,1571857777,52.15,93.92,21.6,100,62,3.42
455,Saint-Augustin,CA,1571857778,45.63,-73.98,59.0,75,58,10.29
456,Mokhsogollokh,RU,1571857778,61.4,128.95,17.96,96,93,2.04
457,Saint-Pierre,FR,1571857779,48.95,4.24,59.0,95,100,5.82
458,Marsh Harbour,BS,1571857779,26.54,-77.06,81.45,35,70,7.2
459,Nanortalik,GL,1571857780,60.14,-45.24,35.37,2,84,5.21
460,Azangaro,PE,1571857780,-14.91,-70.2,64.4,50,10,5.82
461,Bilibino,RU,1571857781,68.06,166.44,0.73,99,94,1.16
462,Balkhash,KZ,1571857782,46.84,74.98,37.11,100,27,4.21
463,Mutata,CO,1571857782,7.24,-76.44,78.1,48,86,2.44
464,Goba,ET,1571857783,7.01,39.97,47.61,65,80,3.44
465,Los Llanos de Aridane,ES,1571857784,28.66,-17.92,69.8,75,64,6.93
466,Sabirabad,AZ,1571857784,40.01,48.48,55.4,86,87,4.7
467,College,US,1571857785,64.86,-147.8,35.6,75,59,3.36
468,Whitehorse,CA,1571857656,60.72,-135.06,35.01,90,74,21.92
469,Maldonado,UY,1571857707,-34.91,-54.96,62.6,20,55,17.22
470,Westport,US,1571857788,41.14,-73.36,68.0,1,32,13.87
471,Srednekolymsk,RU,1571857788,67.46,153.71,1.71,67,93,7.07
472,Kloulklubed,PW,1571857789,7.04,134.26,77.0,75,94,3.36
473,Wufeng,CN,1571857790,27.44,104.87,53.78,90,92,4.07
474,Carutapera,BR,1571857791,-1.2,-46.02,82.85,79,72,11.1
475,Songea,TZ,1571857791,-10.68,35.65,75.2,5,64,11.41
476,Nsanje,MZ,1571857791,-16.92,35.26,86.38,60,51,11.92
477,Tateyama,JP,1571857792,36.66,137.31,62.01,100,95,2.71
478,Comodoro Rivadavia,AR,1571857793,-45.87,-67.48,59.0,0,51,12.75
479,Beringovskiy,RU,1571857793,63.05,179.32,23.72,79,84,23.22
480,Padang,ID,1571857794,-0.92,100.36,65.75,67,91,2.04
481,Dire Dawa,ET,1571857794,9.59,41.86,58.5,6,58,1.28
482,Port Victoria,AU,1571857795,-34.5,137.49,67.89,0,34,10.83
483,Cayenne,GF,1571857795,4.94,-52.33,89.6,20,59,13.87
484,Darhan,MN,1571857796,49.49,105.92,19.8,7,63,6.76
485,Miles City,US,1571857571,46.41,-105.84,37.4,90,74,8.05
486,Leh,IN,1571857828,34.16,77.58,27.39,48,47,6.2
487,Ucar,AZ,1571857829,40.51,47.65,53.6,75,71,6.93
488,Nabire,ID,1571857829,-3.36,135.5,71.38,61,96,1.77
489,Ken Caryl,US,1571857830,39.58,-105.11,55.99,75,40,8.05
490,Valls,ES,1571857831,41.28,1.25,63.0,40,87,3.36
491,Markova,RU,1571857831,52.21,104.21,17.6,89,85,6.71
492,San Francisco,CO,1571857757,1.17,-76.88,69.8,40,73,5.82
493,Kandi,BJ,1571857833,11.13,2.93,83.89,100,49,1.79
494,Waterloo,SL,1571857555,8.34,-13.07,82.4,75,69,9.17
495,Norsup,VU,1571857834,-16.07,167.38,77.0,81,88,12.75
496,Matara,BI,1571857835,-3.48,29.48,60.58,96,90,6.06
497,Hami,CN,1571857836,42.84,93.51,34.56,0,32,1.66
498,Teknaf,BD,1571857836,20.86,92.31,73.72,4,94,2.08
499,Formosa do Rio Preto,BR,1571857837,-11.04,-45.19,90.34,100,40,1.61
500,Cortez,US,1571857838,37.35,-108.58,60.8,1,25,12.75
501,Ventspils,LV,1571857839,57.39,21.56,51.8,90,76,10.29
502,Coahuayana,MX,1571857840,18.62,-100.35,84.99,34,64,2.17
503,Lena,US,1571857841,42.38,-89.82,55.99,40,85,5.73
504,Ballina,IE,1571857841,54.11,-9.15,54.0,90,100,6.93
505,Vagur,FO,1571857842,61.47,-6.81,47.32,100,94,5.7
506,Waddan,LY,1571857842,29.16,16.14,73.17,0,35,8.14
507,Bonavista,CA,1571857843,48.65,-53.11,46.0,49,84,4.0
508,Nandu,CN,1571857843,31.44,119.33,53.6,48,100,2.24
509,Manuk Mangkaw,PH,1571857844,4.8,119.85,84.49,52,64,4.14
510,Mackay,CA,1571857844,53.65,-115.58,39.2,5,64,11.41
511,Bongandanga,CD,1571857845,1.51,21.07,78.49,85,74,1.23
512,Basco,US,1571857846,40.33,-91.2,64.99,1,58,5.82
513,Neuquen,AR,1571857718,-38.95,-68.06,75.2,0,14,2.24
514,Falmouth,GB,1571857847,50.16,-5.07,53.01,20,93,3.36
515,Otacilio Costa,BR,1571857847,-27.48,-50.12,70.56,93,56,2.28
516,Carberry,CA,1571857848,49.87,-99.36,39.2,75,44,16.11
517,Onguday,RU,1571857848,50.75,86.14,18.25,99,43,8.08
518,Bahia Blanca,AR,1571857813,-38.72,-62.27,60.94,93,54,12.28
519,Katangli,RU,1571857850,51.71,143.23,34.12,5,95,6.64
520,Quatre Cocos,MU,1571857850,-20.21,57.76,75.2,40,83,5.82
521,Ontario,US,1571857694,34.07,-117.65,91.99,1,13,6.93
522,Shakawe,BW,1571857851,-18.36,21.84,87.17,74,21,7.02
523,Izhevskoye,RU,1571857852,54.56,40.87,52.25,99,75,7.49
524,Pingxiang,CN,1571857852,27.63,113.85,55.27,2,88,1.7
525,Upata,VE,1571857853,8.02,-62.41,91.0,50,59,3.0
526,Aviles,ES,1571857854,43.55,-5.92,57.2,75,76,18.34
527,Aljezur,PT,1571857854,37.31,-8.8,61.0,27,66,20.92
528,Nemuro,JP,1571857855,43.32,145.57,54.03,0,70,16.73
529,Sinfra,CI,1571857856,6.62,-5.91,75.2,75,83,6.93
530,Nacala,MZ,1571857856,-14.56,40.69,77.59,0,88,5.68
531,Butembo,CD,1571857857,0.12,29.29,62.69,88,95,3.02
532,Duobao,CN,1571857858,30.67,112.69,64.99,32,74,5.03
533,Ambilobe,MG,1571857859,-13.19,49.05,80.78,0,64,16.55
534,Baykit,RU,1571857859,61.68,96.39,21.47,92,89,2.84
535,Wahiawa,US,1571857860,21.5,-158.02,84.0,75,74,9.17
536,Havelock,US,1571857861,34.88,-76.9,75.0,1,44,8.05
537,Margate,AU,1571857861,-43.03,147.26,50.0,75,93,8.05
538,Halifax,CA,1571857862,44.65,-63.58,53.01,90,100,29.97
539,Eydhafushi,MV,1571857862,5.1,73.07,82.67,100,77,13.09
540,Joshimath,IN,1571857863,30.57,79.57,40.59,0,43,5.26
541,Abha,SA,1571857864,18.22,42.5,66.2,0,82,3.36
542,Luanda,AO,1571857894,-8.83,13.24,78.8,20,74,8.05
543,Ruthin,GB,1571857895,53.11,-3.31,51.01,34,93,4.7
544,Porkhov,RU,1571857896,57.77,29.55,51.8,100,76,6.71
545,Zhicheng,CN,1571857897,35.04,112.59,58.33,0,76,1.45
546,Naze,NG,1571857898,5.43,7.07,74.64,94,92,3.83
547,Rawson,AR,1571857899,-43.3,-65.11,49.57,66,87,6.73
548,Kavieng,PG,1571857899,-2.57,150.8,84.06,5,74,18.9
549,Poli,CM,1571857900,8.48,13.24,77.92,75,73,3.15
550,Saint-Leu,RE,1571857901,-21.15,55.28,75.2,87,83,4.7
551,Dumas,IN,1571857902,21.09,72.71,75.2,75,78,4.7
552,Nicolas Bravo,MX,1571857903,24.39,-104.74,75.2,40,36,7.43
553,Jutai,BR,1571857904,-1.71,-47.89,95.14,86,35,3.33
554,Bani,YE,1571857905,16.02,42.93,87.91,31,52,2.8
555,Kodar,IN,1571857905,16.98,79.97,72.01,100,94,4.76
556,Kostomuksha,RU,1571857907,64.59,30.6,38.07,100,90,9.82
557,Ariquemes,BR,1571857907,-9.91,-63.03,96.46,31,39,2.13
558,Anshun,CN,1571857908,26.25,105.93,53.08,57,90,4.18
559,Huilong,CN,1571857909,31.15,106.5,63.03,14,80,2.95
560,Panguna,PG,1571857910,-6.32,155.48,70.56,100,94,3.27
561,Pangnirtung,CA,1571857911,66.15,-65.72,44.6,90,42,13.87
562,Huntsville,US,1571857912,34.73,-86.59,69.01,1,32,5.82
563,Moses Lake,US,1571857913,47.13,-119.28,60.8,1,31,14.99
564,Tupik,RU,1571857914,54.43,119.94,21.9,100,96,2.19
565,Senador Guiomard,BR,1571857915,-10.15,-67.74,86.0,40,70,4.7
